id,name,review_count,categories,subcate,rate,location,phone,latitude,longitude 
2375,Primark,34,Shopping Center,Men's Clothing,4.0,2655 Richmond Ave,(718) 494-4707,40.5803,-74.1665
2376,Global International Mens Clothing,49,Shopping Center,Men's Clothing,4.0,62 Orchard St,(212) 431-4530,40.7168,-73.9906
2377,Jacklyn's Fashions Inc,11,Shopping Center,Women's Clothing,3.5,7150 Austin St,(718) 544-4422,40.7193,-73.8432
2378,EZ Corner Stores,1,Shopping Center,Department Stores,5.0,2281 86th St,(347) 312-7329,40.6009,-73.9915
2379,Saint Laurent,21,Shopping Center,Men's Clothing,3.5,80 Greene St,(212) 431-3240,40.7236,-74.0005
2380,Jack of Diamonds Jewelers International,8,Shopping Center,Jewelry,5.0,75 W 47th St,(212) 869-7272,40.758,-73.9814
2381,Owl's Lab,4,Shopping Center,Accessories,2.5,20 E 12th St,(212) 633-2672,40.7341,-73.9936
2382,dressbarn,1,Shopping Center,Accessories,5.0,2935 Veterans Rd W,(718) 966-1923,40.5278,-74.2342
2383,Just Fantastic,1,Shopping Center,Wholesale Stores,5.0,124 W 30th St,(212) 213-2988,40.7475,-73.9908
2384,Sheri's Vintage Collections,3,Shopping Center,Jewelry,5.0,40 W 25th St,(917) 647-0651,40.7436,-73.9911
2385,Peace & Riot,14,Shopping Center,Home Decor,5.0,401-403 Tompkins Ave,(347) 663-6100,40.6838,-73.9438
2386,99 Cent Store,2,Shopping Center,Department Stores,3.5,48-04 Broadway,(718) 956-1740,40.7558,-73.9125
2387,Ann Taylor,1,Shopping Center,Accessories,4.0,2655 Richmond Ave,(718) 983-7744,40.5823,-74.1663
2388,French Sole,10,Shopping Center,Outlet Stores,2.5,976 Lexington Ave,(212) 472-9200,40.77,-73.9627
2389,Zumiez,1,Shopping Center,Shoe Stores,4.0,2655 Richmond Ave,(718) 698-1365,40.5814,-74.1655
2390,House of Samsonite,1,Shopping Center,Accessories,5.0,200 Baychester Avenue,(718) 379-2025,40.8644,-73.8275
2391,Genesis Tires,14,Shopping Center,Tires,2.5,128-02 14th Ave,(718) 886-1214,40.7852,-73.8401
2392,SRG Fashion,100,Shopping Center,Men's Clothing,5.0,19-71 41st St,(718) 626-9600,40.7763,-73.9005
2393,Top Gun Leather,3,Shopping Center,Leather Goods,1.5,90-15 Queens Blvd,(718) 271-7162,40.7341,-73.8718
2394,Burberry,6,Shopping Center,Accessories,3.0,151 W 34th St,(212) 494-4765,40.7509,-73.9895
2395,"Barneys New York, Downtown",36,Shopping Center,Men's Clothing,3.5,101 7th Ave,(646) 264-6400,40.7399,-73.9983
2396,Burberry,38,Shopping Center,Men's Clothing,3.5,131 Spring St,(212) 925-9300,40.7241,-74.0006
2397,DNA Footwear,45,Shopping Center,Shoe Stores,3.5,133 N 7th St,(718) 599-1118,40.7184,-73.9583
2398,PacSun,6,Shopping Center,Fashion,3.0,9015 Queens Blvd,(718) 592-4909,40.7346,-73.8707
2399,The Sock Man,35,Shopping Center,Accessories,4.0,99 Saint Marks Pl,(212) 529-0300,40.7274,-73.9845
2400,Avitto,31,Shopping Center,Shoe Stores,4.0,424 W Broadway,(212) 219-7501,40.7253,-74.0016
2401,Gifted,3,Shopping Center,Gift Shops,3.5,717 Forest Ave,(718) 442-4438,40.6296,-74.1129
2402,Maryam Nassir Zadeh,23,Shopping Center,Women's Clothing,3.5,123 Norfolk St,(212) 673-6405,40.7195,-73.9869
2403,CHUCKiES New York,6,Shopping Center,Shoe Stores,3.0,1169 Madison Ave,(212) 249-2254,40.7806,-73.9588
2404,B & B International,2,Shopping Center,Discount Store,5.0,110 Ludlow St,(212) 254-6140,40.7192,-73.9885
2405,Nordstrom Rack Gateway Center,19,Shopping Center,Department Stores,3.5,550 Gateway Dr,(718) 223-2420,40.6544,-73.87
2406,Kate Spade New York,50,Shopping Center,Accessories,3.5,135 Fifth Ave,(212) 358-0420,40.7396,-73.9905
2407,Hong Kong Grand,12,Shopping Center,Men's Clothing,3.5,109 E 42nd St,(702) 491-9122,40.7523,-73.9755
2408,Westfield Garden State Plaza,314,Shopping Center,Shopping Centers,3.5,One Garden State Plz,(201) 843-2121,40.9194,-74.0755
2409,Dollar General,4,Shopping Center,Discount Store,4.0,7134 Myrtle Ave,(718) 381-2151,40.7019,-73.8785
2410,adidas Sport Performance,65,Shopping Center,Outlet Stores,3.5,610 Broadway,(212) 529-0081,40.7257,-73.9963
2411,Zara,5,Shopping Center,Women's Clothing,3.0,2655 Richmond Ave,(917) 636-4035,40.5812,-74.1661
2412,Eileen Fisher,7,Shopping Center,Women's Clothing,3.5,166 Fifth Ave,(212) 924-4777,40.7407,-73.9905
2413,Theory,22,Shopping Center,Men's Clothing,3.5,40 Gansevoort St,(212) 524-6790,40.7393,-74.0062
2414,Superdry,6,Shopping Center,Men's Clothing,2.5,21-25 W 34th St,,40.7494,-73.9862
2415,J Crew,31,Shopping Center,Men's Clothing,3.5,235 W Broadway,(212) 226-5476,40.7195,-74.0059
2416,Dana Walden Bridal,65,Shopping Center,Jewelry,5.0,303 5th Ave,(347) 770-3262,40.7465,-73.9856
2417,Brown's Army & Navy,21,Shopping Center,Men's Clothing,4.5,31-08 Broadway,(718) 278-9156,40.7617,-73.9251
2418,Big Bargain,1,Shopping Center,Fashion,3.0,521 W 125th St,(212) 316-4300,40.8143,-73.9566
2419,Barbour,26,Shopping Center,Men's Clothing,3.5,123 Wooster St,(212) 941-7524,40.7253,-74.0003
2420,Bloomingdale's,44,Shopping Center,Outlet Stores,2.5,2085 Broadway,(212) 634-3190,40.7791,-73.9823
2421,1 Diamond Source,3,Shopping Center,Jewelry,5.0,36 W 47th St,(877) 968-7342,40.7572,-73.9804
2422,Lee's Sneakers,6,Shopping Center,Shoe Stores,3.5,947 Pennsylvania Ave,(718) 272-0216,40.655,-73.8875
2423,Shoe Market,75,Shopping Center,Shoe Stores,3.5,160 N 6th St,(718) 388-8495,40.7173,-73.9587
2424,G-Star Raw Store NY Soho,47,Shopping Center,Men's Clothing,4.0,270 Lafayette Street,(212) 219-2744,40.724,-73.9964
2425,Express,24,Shopping Center,Men's Clothing,3.5,130 5th Ave,(212) 633-9414,40.7388,-73.992
2426,Adam Discount 99 Cents,1,Shopping Center,Department Stores,3.0,221 Wyckoff Ave,(718) 417-1477,40.7021,-73.9153
2427,Old Navy,14,Shopping Center,Men's Clothing,3.5,40-24 College Point Blvd,(718) 888-7823,40.7572,-73.8341
2428,Gilt City,6,Shopping Center,Shopping Centers,1.5,2 Park Ave,(877) 445-8692,40.7463,-73.9825
2429,Stuart Weitzman,12,Shopping Center,Shoe Stores,2.5,10 Columbus Cir,(212) 823-9560,40.7679,-73.9826
2430,Nordstrom Rack 31st & 6th,32,Shopping Center,Shoe Stores,3.5,865 Avenue Of The Americas,(646) 861-5440,40.7477,-73.9896
2431,The New Little Shop,1,Shopping Center,Shoe Stores,5.0,231 W 231st St,(718) 543-3366,40.8796,-73.9059
2432,eSwan NY,2,Shopping Center,Wholesale Stores,3.5,846 6th Ave,(212) 213-8788,40.7469,-73.9893
2433,Riflessi,10,Shopping Center,Fashion,3.5,49 W 57th St,(212) 421-7600,40.7642,-73.9765
2434,Charles Tyrwhitt,24,Shopping Center,Men's Clothing,3.5,1177 Avenue Of The Americas,(212) 901-1050,40.7572,-73.9829
2435,Foot Locker,2,Shopping Center,Shoe Stores,3.0,11216 4th  Ave,,40.6141,-74.0325
2436,Gap Factory Store,11,Shopping Center,Women's Clothing,3.0,409 Gateway Dr,(718) 235-4701,40.6538,-73.8714
2437,Something Else on Smith,51,Shopping Center,Women's Clothing,4.0,144 Smith St,(718) 643-3204,40.687,-73.9905
2438,Rochdale Village Outlet Department Store,2,Shopping Center,Department Stores,4.0,16520 Baisley Blvd,(718) 276-3404,40.6791,-73.778
2439,Brooklyn Industries,18,Shopping Center,Men's Clothing,3.5,184 Broadway,(718) 218-9166,40.7098,-73.9622
2440,Woodbridge Center,75,Shopping Center,Shopping Centers,3.5,250 Woodbridge Center Drive,(732) 636-4777,40.5567,-74.2993
2441,Dollar Tree,4,Shopping Center,Discount Store,5.0,535 Morgan Ave,(718) 599-2064,40.7226,-73.939
2442,Tiffany & Co,419,Shopping Center,Jewelry,4.0,727 5th Ave,(212) 755-8000,40.7627,-73.9737
2443,Versani,39,Shopping Center,Jewelry,4.0,152 Mercer St,(212) 941-9919,40.7249,-73.9981
2444,Telco Discount Stores,6,Shopping Center,Department Stores,2.5,1910 Ralph Ave,(718) 251-0930,40.6308,-73.919
2445,TJ Maxx,13,Shopping Center,Department Stores,3.5,5 West 125th St,,40.8071,-73.9427
2446,Yellow Rat Bastard,1,Shopping Center,Shoe Stores,5.0,9015 Queens Blvd,(718) 393-2030,40.7346,-73.8707
2447,Center City Mall,2,Shopping Center,Shopping Centers,4.0,301 Main St,(973) 742-9500,40.9151,-74.1722
2448,The Brandwein Group,22,Shopping Center,Personal Shopping,5.0,W 69th St,(917) 504-6815,40.776,-73.9814
2449,N Y Man Suit Outlet,9,Shopping Center,Men's Clothing,3.5,2626 Hylan Blvd,(718) 668-6822,40.5672,-74.111
2450,Family Dollar,3,Shopping Center,Department Stores,3.0,1227 Webster Ave,(718) 588-2459,40.8325,-73.9097
2451,DSW Designer Shoe Warehouse,55,Shopping Center,Shoe Stores,3.5,2220 Broadway,(917) 746-9422,40.7839,-73.9794
2452,Expo 2000,2,Shopping Center,Department Stores,3.5,376 Fulton St,(718) 522-2399,40.6913,-73.9877
2453,Pema NY,58,Shopping Center,Women's Clothing,4.0,225 Bedford Ave,(718) 388-8814,40.7163,-73.9592
2454,James Perse,6,Shopping Center,Women's Clothing,3.0,60 Mercer St,(212) 334-3501,40.722,-74.0006
2455,The Little Brooklyn Market,1,Shopping Center,Jewelry,5.0,218 Bedford Ave,(646) 270-6678,40.7166,-73.9592
2456,ALDO,6,Shopping Center,Shoe Stores,2.5,470 Broadway,(212) 925-3102,40.7212,-74.0003
2457,Oran Boutique,10,Shopping Center,Men's Clothing,5.0,1026 Washington St,(201) 683-7351,40.7495,-74.0275
2458,Capezio,2,Shopping Center,Dance Wear,5.0,1651 Third Ave,(212) 348-7210,40.7829,-73.9508
2459,Perfume Americana Wholesale,4,Shopping Center,Discount Store,4.0,11 W 30th St,(212) 967-2004,40.7465,-73.9872
2460,Louis Vuitton New York Bloomingdale's Men's,8,Shopping Center,Men's Clothing,3.5,1000 3rd Ave,(646) 497-0040,40.7623,-73.9679
2461,Kidstown,2,Shopping Center,Children's Clothing,4.5,133-35 79th St,(718) 521-0140,40.7318,-73.8859
2462,Esprit International,3,Shopping Center,Women's Clothing,3.0,1370 Broadway,(212) 244-8799,40.7519,-73.9874
2463,De Janeiro Stores,14,Shopping Center,Women's Clothing,3.5,27 William St,(212) 943-5687,40.7056,-74.0101
2464,Tory Burch,38,Shopping Center,Accessories,3.5,797 Madison Ave,(212) 510-8371,40.7687,-73.9674
2465,Marshalls,23,Shopping Center,Department Stores,3.0,517 E 117th St,(917) 492-2892,40.7957,-73.9323
2466,rag & bone,6,Shopping Center,Men's Clothing,3.0,425 W 13th St,(212) 249-3331,40.741,-74.0069
2467,Express,6,Shopping Center,Accessories,3.0,901 Avenue Of The Americas,(212) 971-3280,40.7489,-73.9887
2468,BJ's Wholesale Club,21,Shopping Center,Department Stores,2.5,66-26 Metropolitan Ave,(718) 326-9080,40.7115,-73.8918
2469,Self Made Boutique,2,Shopping Center,Men's Clothing,5.0,290 Hoboken Ave,(201) 792-8968,40.732,-74.0527
2470,Burberry,71,Shopping Center,Men's Clothing,4.0,9 E 57th St,(212) 407-7100,40.7628,-73.9732
2471,Natalique Gems,3,Shopping Center,Jewelry,5.0,580 5th Ave,(212) 221-9424,40.7569,-73.9786
2472,Burlington Coat Factory,107,Shopping Center,Department Stores,2.5,707 6th Ave,(212) 229-1300,40.7427,-73.9932
2473,Bentley's Shoes,18,Shopping Center,Shoe Stores,3.5,144 Montague St,(718) 330-0275,40.6945,-73.9935
2474,390 Broadway,8,Shopping Center,Shoe Stores,4.0,390 Broadway,(212) 966-5201,40.7182,-74.0024
2475,99 Cent Rush,2,Shopping Center,Department Stores,3.0,260 Prospect Park W,,40.6587,-73.982
2476,MyUnique,16,Shopping Center,Thrift Stores,2.5,162-02 Jamaica Ave,(347) 901-5750,40.704,-73.7977
2477,Parke & Ronen,24,Shopping Center,Men's Clothing,3.5,176 9th Ave,(212) 989-4245,40.745,-74.0022
2478,Kids Footlocker,2,Shopping Center,Shoe Stores,2.5,9015 Queens Blvd,(718) 271-8115,40.7346,-73.8707
2479,SKECHERS Factory Outlet,2,Shopping Center,Shoe Stores,4.0,300 E Fordham Rd,(718) 295-2708,40.8618,-73.8946
2480,Viva,5,Shopping Center,Department Stores,3.5,1644 Sheepshead Bay Rd,(718) 368-2766,40.5867,-73.9525
2481,Lacrasia,11,Shopping Center,Accessories,3.5,107 E 42nd St,(212) 370-0310,40.7521,-73.9771
2482,ROYCE Leather Monogramming & Accessories,63,Shopping Center,Luggage,4.5,1000 3rd Ave,(201) 330-7720,40.7619,-73.9665
2483,VeveyStyle,1,Shopping Center,Department Stores,3.0,46 W 29th St,(212) 683-3004,40.7464,-73.9896
2484,Shoe Village,32,Shopping Center,Shoe Stores,4.5,45-22 162nd St,(718) 762-1990,40.7557,-73.8049
2485,Clarks,17,Shopping Center,Shoe Stores,3.0,363 Madison Avenue & 45Th St Suite,(212) 949-9545,40.7549,-73.9777
2486,MT Discount,1,Shopping Center,Discount Store,5.0,58-19 Myrtle Ave,(718) 366-6567,40.7005,-73.901
2487,Eileen Fisher,3,Shopping Center,Women's Clothing,2.5,10 Columbus Cir,(212) 823-9575,40.7684,-73.9832
2488,Five Below,3,Shopping Center,Discount Store,3.5,530 5th Ave,(212) 391-3841,40.7549,-73.9799
2489,Jalee Jewelry,2,Shopping Center,Jewelry,5.0,37-12 Main St,(718) 358-6869,40.7611,-73.8313
2490,DNA Footwear,9,Shopping Center,Shoe Stores,4.0,2013 86th St,(718) 373-2999,40.6045,-73.9977
2491,True Expression,60,Shopping Center,Piercing,5.0,91-22 59th Ave,(718) 899-7999,40.7338,-73.87
2492,Kangol,36,Shopping Center,Accessories,4.0,346 Lenox Ave,(212) 724-1172,40.8092,-73.9441
2493,Balkaran Jewelers,3,Shopping Center,Jewelry,5.0,794 Flatbush Ave,(718) 469-3950,40.6532,-73.9598
2494,BU Style,9,Shopping Center,Personal Shopping,5.0,"New York, NY 10013",(646) 709-7700,40.7194,-74.003
2495,Family Dollar,2,Shopping Center,Department Stores,2.0,830 Rockaway Ave,(718) 484-1000,40.6592,-73.9084
2496,Henri Bendel,12,Shopping Center,Department Stores,4.5,712 5th Ave,(800) 423-6335,40.7622,-73.9748
2497,A Second Chance Designer Resale Boutique,43,Shopping Center,"Used, Vintage & Consignment",3.5,1111 Lexington Ave,(212) 744-6041,40.7738,-73.9594
2498,Ring Concierge,6,Shopping Center,Jewelry,4.0,Madison Ave,(646) 580-3059,40.7588,-73.9749
2499,Lilith Outlet,3,Shopping Center,Women's Clothing,2.0,217 5th Ave,(718) 215-1357,40.676,-73.9804
2500,Swarovski,7,Shopping Center,Jewelry,3.5,30 Rockefeller Plaza,(212) 332-4300,40.7593,-73.9805
2501,Shoppers World,2,Shopping Center,Department Stores,4.0,60 Graham Ave,(718) 388-1255,40.7029,-73.9421
2502,Cee & Cee Store,4,Shopping Center,Department Stores,3.5,831 Soundview Ave,(718) 893-9021,40.8221,-73.8672
2503,Knot Standard,114,Shopping Center,Bespoke Clothing,4.0,19 W 24th St,(646) 512-9770,40.7434,-73.9894
2504,Rockport Shoes,2,Shopping Center,Shoe Stores,2.5,90-15 Queens Blvd,,40.7346,-73.8709
2505,Deals,9,Shopping Center,Department Stores,3.0,4469 Broadway,(212) 567-4034,40.8576,-73.9325
2506,Gap Factory Outlet,7,Shopping Center,Women's Clothing,2.5,37-32 82nd St,(718) 672-4802,40.7492,-73.8844
2507,Basic Basic,9,Shopping Center,Women's Clothing,3.0,710 Broadway,(212) 477-5711,40.7287,-73.9936
2508,Modells Store 164,1,Shopping Center,Department Stores,5.0,2965 Veterans Rd W,(718) 356-1915,40.5275,-74.2341
2509,Payless ShoeSource,4,Shopping Center,Shoe Stores,3.5,2135 Ralph Ave,(718) 209-9596,40.6255,-73.9163
2510,Fong & Zhou Supermarket,3,Shopping Center,Department Stores,3.5,8514 18th Ave,(718) 872-7022,40.6076,-74.0027
2511,City Discount Store,1,Shopping Center,Department Stores,5.0,4535 47th,(718) 784-3081,40.7236,-73.7058
2512,Basement Mix Records,1,Shopping Center,Department Stores,3.0,439 Crescent St,(347) 663-5124,40.678,-73.8704
2513,Banana Republic,25,Shopping Center,Fashion,3.5,130 E 59th St,(212) 751-5570,40.7622,-73.9687
2514,The Cutting Edge,3,Shopping Center,Gift Shops,5.0,3712 Main St,(718) 820-3345,40.7612,-73.831
2515,NY 99,2,Shopping Center,Discount Store,5.0,25-14 Broadway,,40.7632,-73.9282
2516,Lot Less Closeouts,50,Shopping Center,Department Stores,4.0,97 Chambers St,(212) 233-0607,40.7151,-74.0074
2517,Ridge Hill,155,Shopping Center,Shopping Centers,2.5,1 Ridge Hill Blvd,(914) 207-2900,40.9586,-73.8597
2518,Kohl's - Caesar's Bay,87,Shopping Center,Department Stores,3.0,8973 Bay Pkwy,(718) 266-6357,40.5933,-74.0012
2519,New York & Company,34,Shopping Center,Department Stores,3.0,715 Lexington Ave,(212) 813-1301,40.7613,-73.9685
2520,Apple Department Store,1,Shopping Center,Department Stores,3.0,112 Canal St,(718) 442-3636,40.6264,-74.0773
2521,Cookie's the Kid's Department Store,4,Shopping Center,Children's Clothing,3.0,982 Flatbush Ave,(718) 287-2300,40.6473,-73.9585
2522,Yumi Kim,59,Shopping Center,Women's Clothing,4.0,105 Stanton St,(212) 420-5919,40.7211,-73.9876
2523,Express,7,Shopping Center,Women's Clothing,3.5,2655 Richmond Ave,(718) 982-9238,40.5818,-74.1652
2524,Risen Super Store 99 Cents,2,Shopping Center,Discount Store,5.0,3920 Queens Blvd,(718) 482-8299,40.7435,-73.9254
2525,Jill Stuart,10,Shopping Center,Women's Clothing,3.5,466 Broome St,(212) 343-2300,40.7226,-74.0011
2526,Nike Factory Store,11,Shopping Center,Shoe Stores,4.5,697 Broad St,(973) 353-0350,40.7383,-74.1713
2527,City 99 Store,2,Shopping Center,Discount Store,5.0,582 Seneca Ave,(718) 366-0120,40.7042,-73.9104
2528,Randi's Variety Store,1,Shopping Center,Department Stores,3.0,9420 63rd Dr,(718) 459-4745,40.7288,-73.863
2529,Francesca's Collections,5,Shopping Center,Women's Clothing,4.0,2655 Richmond,(718) 494-4464,40.5813,-74.1654
2530,Fox's,22,Shopping Center,Women's Clothing,3.5,70-39 Austin St,(718) 261-4100,40.7206,-73.8456
2531,Best Made Company,31,Shopping Center,Men's Clothing,3.5,36 White St,(646) 478-7092,40.7189,-74.0045
2532,Crocs,6,Shopping Center,Shoe Stores,3.5,90-15 Queens Blvd,(718) 699-1620,40.7345,-73.8709
2533,Callcentric Wholesale Incorporated,3,Shopping Center,Wholesale Stores,4.5,11 Broadway,(212) 379-4000,40.7054,-74.0139
2534,Armani Exchange,1,Shopping Center,Accessories,5.0,2655 Richmond Ave,(718) 355-6261,40.583,-74.1651
2535,Just Pierce It,28,Shopping Center,Piercing,4.5,90-15 Queens Blvd,(718) 271-4889,40.7345,-73.8705
2536,Kate Spade New York,50,Shopping Center,Women's Clothing,4.0,789 Madison Ave,(212) 988-0259,40.7684,-73.9677
2537,Soled Out JC,11,Shopping Center,Shoe Stores,4.5,633 Newark Ave,(201) 795-0222,40.7334,-74.0585
2538,Barker Black,8,Shopping Center,Shoe Stores,3.5,198-B Elizabeth St,(212) 966-2166,40.7219,-73.9942
2539,The Closet Outlet,2,Shopping Center,Women's Clothing,2.5,7012 Forest Ave,,40.7008,-73.9005
2540,Seaview Jewelers,11,Shopping Center,Jewelry,4.5,5902 Ave N,(718) 257-1775,40.6193,-73.9181
2541,Sigerson & Morrison,1,Shopping Center,Shoe Stores,5.0,19 E 71st St,(212) 734-2100,40.7714,-73.966
2542,Sam Edelman,22,Shopping Center,Shoe Stores,3.5,109 Spring St,(212) 226-7800,40.7236,-73.9999
2543,Fabco Shoes,2,Shopping Center,Shoe Stores,3.5,6626 Metropolitan Ave,(718) 381-7981,40.7109,-73.8916
2544,Armani Exchange,11,Shopping Center,Men's Clothing,3.0,90-15 Queens Blvd,(718) 271-4879,40.7346,-73.8709
2545,Da-Bar Shoes,7,Shopping Center,Shoe Stores,2.5,6948 Grand Ave,(718) 429-7946,40.7265,-73.8938
2546,Luxury Shoes,14,Shopping Center,Shoe Stores,4.0,197 Canal St,(212) 226-2385,40.7171,-73.9982
2547,Free People,19,Shopping Center,Women's Clothing,3.5,99 Spring St,(212) 226-7497,40.7233,-73.9994
2548,Esprit,8,Shopping Center,Women's Clothing,3.5,600 5th Ave,(212) 247-9899,40.7577,-73.9784
2549,Jasmine Trading Corporation Wholesale,1,Shopping Center,Women's Clothing,5.0,1710 Flushing Ave,(917) 261-7215,40.7098,-73.9204
2550,Ted Baker London,32,Shopping Center,Accessories,3.0,595 5th Ave at 48th St,(212) 317-1514,40.7573,-73.9781
2551,Foot Locker,8,Shopping Center,Shoe Stores,3.5,8028 Cooper Ave,(718) 894-2748,40.7081,-73.8684
2552,Ad Hoc | Collective,38,Shopping Center,Coffee & Tea,5.0,13 Christopher St,(646) 504-6864,40.734,-74.0005
2553,McKnight Image Lab,6,Shopping Center,Personal Shopping,5.0,33 West 60th St,(866) 326-6929,40.7695,-73.9833
2554,Swarovski,5,Shopping Center,Jewelry,2.5,90-15 Queens Blvd.,(718) 271-7652,40.7346,-73.8709
2555,Aeropostale,5,Shopping Center,Men's Clothing,3.0,90-15 Queens Blvd,(718) 271-1048,40.7345,-73.8709
2556,Maje,10,Shopping Center,Women's Clothing,2.5,417 Bleecker St,(646) 666-0000,40.7365,-74.0052
2557,Coach,3,Shopping Center,Leather Goods,4.0,211 Central Park W,(212) 579-2901,40.7825,-73.9716
2558,Reem Acra,6,Shopping Center,Bridal,2.5,240 W 35th St,(212) 421-3200,40.7521,-73.9919
2559,Christian Louboutin,141,Shopping Center,Shoe Stores,4.0,965-967 Madison Ave,(212) 396-1884,40.7739,-73.9637
2560,Happening Fashion,1,Shopping Center,Leather Goods,5.0,209 W 37th St,(212) 221-7977,40.7532,-73.9895
2561,Barking Brown,26,Shopping Center,Fashion,3.0,468 Myrtle Ave,(718) 638-3757,40.6933,-73.9665
2562,Santaland,29,Shopping Center,Department Stores,3.5,157 West 34th St,,40.7506,-73.9895
2563,New York & Co,6,Shopping Center,Women's Clothing,2.0,5723 Myrtle Ave,(718) 456-9335,40.7009,-73.9027
2564,Abulis Religious Spiritual & Cultural Store,3,Shopping Center,Department Stores,2.5,740 Nostrand Ave,(718) 953-3558,40.6733,-73.9503
2565,American Eagle Outfitters,9,Shopping Center,Men's Clothing,3.5,442 Fulton St,(718) 260-8623,40.6906,-73.9856
2566,Call It Spring,9,Shopping Center,Fashion,2.5,100 W 33rd St,,40.7493,-73.989
2567,Effies Boutique,15,Shopping Center,Women's Clothing,3.0,2075 86th St,(718) 946-0736,40.6036,-73.9961
2568,Talbots,15,Shopping Center,Women's Clothing,2.5,525 Madison Ave,(212) 838-8811,40.76,-73.9738
2569,Ilori,28,Shopping Center,Accessories,3.5,138 Spring St,(212) 226-8276,40.724,-74.001
2570,JCPenney,30,Shopping Center,Women's Clothing,3.0,92-59 59th Ave,(718) 592-1800,40.735,-73.8678
2571,Environment 337,2,Shopping Center,Department Stores,3.0,337 Smith St,(718) 522-1767,40.6804,-73.9945
2572,TJ Maxx,67,Shopping Center,Department Stores,2.5,407 E 59th St,(212) 486-2142,40.7593,-73.9612
2573,Home Goods,40,Shopping Center,Department Stores,3.5,2201 Nostrand Ave,(718) 434-5730,40.631,-73.9473
2574,Soho Gem,27,Shopping Center,Jewelry,4.5,367 W Broadway,(212) 625-3004,40.7231,-74.003
2575,Uncle Funky's Boards,51,Shopping Center,Skate Shops,4.5,128 Charles St,(646) 895-9943,40.7342,-74.0074
2576,Saks OFF 5TH,55,Shopping Center,Women's Clothing,2.0,125 E 57th St,(212) 634-0730,40.7614,-73.9695
2577,Cheap Maggies,29,Shopping Center,Men's Clothing,4.0,216 Washington St,(201) 222-1121,40.7393,-74.0307
2578,The Rack Shack,23,Shopping Center,Lingerie,5.0,155 Central Ave,(347) 915-0248,40.6993,-73.9269
2579,Sugarfina - Time Warner Center,24,Shopping Center,Candy Stores,4.0,10 Columbus Cir,(646) 883-4100,40.7684,-73.9828
2580,Harmon Face Values,1,Shopping Center,Discount Store,5.0,850 3rd Ave,(929) 397-2636,40.6588,-74.0043
2581,Zumiez,2,Shopping Center,Men's Clothing,3.0,90-15 Queens Blvd,(718) 271-6728,40.734,-73.871
2582,Lenox Secaucus Outlet Store,2,Shopping Center,Outlet Stores,3.0,60 Enterprise Ave,(201) 319-1980,40.7816,-74.069
2583,Bachrach,1,Shopping Center,Men's Clothing,5.0,30 Mall Dr W,(201) 222-2136,40.7261,-74.0388
2584,Pocco Paradiso,9,Shopping Center,Women's Clothing,3.0,97 Spring St,(212) 966-0935,40.7233,-73.9992
2585,Old Navy,13,Shopping Center,Men's Clothing,3.0,517 E 117th St,(212) 722-8021,40.7957,-73.9323
2586,Mint Market,23,Shopping Center,Women's Clothing,5.0,303 1st St,(201) 706-8380,40.738,-74.0348
2587,Kohl's - Staten Island North,26,Shopping Center,Department Stores,3.0,2239 Forest Ave,(718) 447-7101,40.6282,-74.1649
2588,Express,13,Shopping Center,Women's Clothing,3.0,21127 26th Ave,(718) 281-0846,40.7791,-73.7786
2589,Ridgewood Market,20,Shopping Center,Flea Markets,4.5,6060 Myrtle Ave,(347) 460-7549,40.7005,-73.8959
2590,Family Dollar Stores,1,Shopping Center,Department Stores,3.0,900 River Ave,(718) 538-5481,40.8288,-73.9251
2591,H&M,14,Shopping Center,Men's Clothing,3.0,5100 Kings Plz,(855) 466-7467,40.6104,-73.9208
2592,Pay Half Stores,1,Shopping Center,Department Stores,3.0,1531 Forest Ave,(718) 720-1938,40.626,-74.1383
2593,Proper Cloth,405,Shopping Center,Men's Clothing,4.5,495 Broadway,(646) 964-4221,40.7221,-73.9999
2594,Strawberry,5,Shopping Center,Women's Clothing,3.0,901 Ave Of The Americas,(212) 279-8767,40.7488,-73.9887
2595,Alter,56,Shopping Center,Men's Clothing,4.0,140 Franklin St,(718) 349-0203,40.7297,-73.9578
2596,Children And Infant Apparel-Retail,1,Shopping Center,Children's Clothing,4.0,1244 Fulton St,(718) 623-2317,40.6803,-73.9506
2597,Amazon 4-star,13,Shopping Center,Department Stores,3.0,72 Spring St,(646) 876-8689,40.7224,-73.9978
2598,Details Fashion Outlet,2,Shopping Center,Women's Clothing,2.5,78 Nassau Street Basement,,40.7098,-74.0081
2599,JackRabbit - East Side,118,Shopping Center,Sports Wear,4.0,1051 3rd Ave,(212) 223-8109,40.7637,-73.9648
2600,NYC Modern Home,1,Shopping Center,Interior Design,5.0,119 W 72nd St,(646) 241-7491,40.7779,-73.9794
2601,APC,93,Shopping Center,Men's Clothing,4.0,131 Mercer St,(212) 966-9685,40.7244,-73.9991
2602,Macy's Backstage,16,Shopping Center,Shoe Stores,3.0,2027 Emmons Ave,(929) 275-3490,40.584,-73.9469
2603,Met Fresh Supermarket,1,Shopping Center,Department Stores,3.0,1188 Webster Ave,(718) 588-2600,40.8314,-73.9101
2604,Billionaire Boys Club,45,Shopping Center,Men's Clothing,3.5,7 Mercer St,(212) 777-2225,40.7204,-74.0024
